center,left,right,label
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_134.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_134.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_134.mp4,134
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_135.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_135.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_135.mp4,135
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_136.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_136.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_136.mp4,136
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_137.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_137.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_137.mp4,137
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_138.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_138.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_138.mp4,138
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_139.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_139.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_139.mp4,139
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_140.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_140.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_140.mp4,140
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_141.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_141.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_141.mp4,141
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_142.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_142.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_142.mp4,142
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_143.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_143.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_143.mp4,143
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_144.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_144.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_144.mp4,144
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_145.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_145.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_145.mp4,145
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_146.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_146.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_146.mp4,146
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_147.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_147.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_147.mp4,147
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_148.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_148.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_148.mp4,148
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_149.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_149.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_149.mp4,149
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_150.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_150.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_150.mp4,150
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_151.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_151.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_151.mp4,151
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_152.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_152.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_152.mp4,152
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_153.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_153.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_153.mp4,153
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_154.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_154.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_154.mp4,154
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_155.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_155.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_155.mp4,155
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_156.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_156.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_156.mp4,156
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_157.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_157.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_157.mp4,157
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_158.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_158.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_158.mp4,158
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_159.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_159.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_159.mp4,159
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_161.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_161.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_161.mp4,161
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_162.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_162.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_162.mp4,162
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_163.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_163.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_163.mp4,163
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_164.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_164.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_164.mp4,164
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_165.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_165.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_165.mp4,165
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_166.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_166.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_166.mp4,166
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_167.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_167.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_167.mp4,167
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_168.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_168.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_168.mp4,168
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_169.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_169.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_169.mp4,169
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_170.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_170.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_170.mp4,170
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_171.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_171.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_171.mp4,171
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_172.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_172.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_172.mp4,172
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_173.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_173.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_173.mp4,173
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_174.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_174.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_174.mp4,174
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_175.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_175.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_175.mp4,175
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_176.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_176.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_176.mp4,176
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_177.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_177.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_177.mp4,177
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_178.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_178.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_178.mp4,178
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_179.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_179.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_179.mp4,179
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_180.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_180.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_180.mp4,180
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_181.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_181.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_181.mp4,181
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_182.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_182.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_182.mp4,182
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_183.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_183.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_183.mp4,183
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_187.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_187.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_187.mp4,187
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_188.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_188.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_188.mp4,188
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_189.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_189.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_189.mp4,189
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_190.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_190.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_190.mp4,190
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_191.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_191.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_191.mp4,191
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_192.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_192.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_192.mp4,192
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_193.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_193.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_193.mp4,193
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_194.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_194.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_194.mp4,194
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_195.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_195.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_195.mp4,195
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_196.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_196.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_196.mp4,196
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_197.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_197.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_197.mp4,197
05_Viet-Anh_1-200_4-5-6_0108___center_device05_signer05_center_ord1_198.mp4,05_Viet-Anh_1-200_4-5-6_0108___left_device04_signer05_left_ord1_198.mp4,05_Viet-Anh_1-200_4-5-6_0108___right_device06_signer05_right_ord1_198.mp4,198
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_0.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_0.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_0.mp4,0
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_1.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_1.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_1.mp4,1
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_2.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_2.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_2.mp4,2
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_3.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_3.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_3.mp4,3
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_4.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_4.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_4.mp4,4
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_5.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_5.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_5.mp4,5
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_6.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_6.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_6.mp4,6
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_7.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_7.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_7.mp4,7
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_8.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_8.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_8.mp4,8
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_9.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_9.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_9.mp4,9
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_10.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_10.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_10.mp4,10
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_11.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_11.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_11.mp4,11
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_12.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_12.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_12.mp4,12
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_13.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_13.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_13.mp4,13
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_14.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_14.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_14.mp4,14
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_15.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_15.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_15.mp4,15
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_16.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_16.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_16.mp4,16
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_17.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_17.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_17.mp4,17
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_18.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_18.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_18.mp4,18
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_19.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_19.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_19.mp4,19
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_20.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_20.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_20.mp4,20
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_21.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_21.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_21.mp4,21
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_22.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_22.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_22.mp4,22
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_23.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_23.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_23.mp4,23
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_24.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_24.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_24.mp4,24
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_25.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_25.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_25.mp4,25
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_26.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_26.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_26.mp4,26
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_27.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_27.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_27.mp4,27
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_28.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_28.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_28.mp4,28
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_29.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_29.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_29.mp4,29
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_30.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_30.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_30.mp4,30
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_31.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_31.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_31.mp4,31
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_32.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_32.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_32.mp4,32
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_33.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_33.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_33.mp4,33
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_34.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_34.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_34.mp4,34
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_35.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_35.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_35.mp4,35
09_Hien_1-200_10-11-12_0108___center_device11_signer09_center_ord1_36.mp4,09_Hien_1-159_10-11-12_0108___left_device10_1_signer09_left_ord1_36.mp4,09_Hien_1-200_10-11-12_0108___right_device12_signer09_right_ord1_36.mp4,36
